gene_name,dN,dS,omega,midpoint,tmp_pos
Sinme_4533,0.00425,0.00585,NA,865463.75,880221.25
Sinme_4534,0,0.077,0,867533.5,878151.5
Sinme_4536,0.0038,0.0422,0.09116,870066.5,875618.5
Sinme_4538,0.00245,0.06195,0.031445,871510.25,874174.75
Sinme_4540,0.0226,0.1311,0.17281,873846,871839
Sinme_4544,0.0092,0.0424,0.21752,877650.5,868034.5
Sinme_4548,0.0139,0.0458,0.30268,881010.5,864674.5
Sinme_4549,0.004,0.0528,0.07529,881979,863706
Sinme_4551,0.006,0.0331,0.18073,883702,861983
Sinme_4553,0.0028,0.01605,0.087955,885477.75,860207.25
Sinme_4554,0.0047,0.0066,0.71588,886354,859331
Sinme_4556,0.0089,0.0677,0.13175,887678.5,858006.5
Sinme_4558,0.00726666666666667,0.0304666666666667,0.239776666666667,890129.5,855555.5
Sinme_4561,0.0013,0.0094,0.13932,894226,851459
Sinme_4562,0.0043,0.0276,0.15716,895099.5,850585.5
Sinme_4563,0.0064,0.1539,0.04183,897436.5,848248.5
Sinme_4564,0.0189,0.1439,0.13118,898259,847426
Sinme_4565,0.012,0.0631,0.18967,899860,845825
Sinme_4567,0.0069,0.033,0.20965,901422.5,844262.5
Sinme_4568,0.0095,0.10115,0.09613,902481,843204
Sinme_4569,0.0095,0.0654,0.14539,904281.5,841403.5
Sinme_4571,0.0147,0.0877,0.16735,905966.5,839718.5
Sinme_4572,0.0137,0.0783,0.17539,907364,838321
Sinme_4573,0.0043,0.1825,0.02377,909005.5,836679.5
Sinme_4575,0.0165,0.0596,0.27601,910255.5,835429.5
Sinme_4576,0.0033,0.0759,0.04346,911426.5,834258.5
Sinme_4577,0.0011,0.0326,0.03301,912820.5,832864.5
Sinme_4578,0.0165,0.1192,0.13845,914278,831407
Sinme_4580,0.00183333333333333,0.0129333333333333,0.10533,916517.666666667,829167.333333333
Sinme_4581,0.0023,0,NA,917985.5,827699.5
Sinme_4583,0.0066,0.044,0.1499,920374.5,825310.5
Sinme_4586,0.0026,0.0679,0.03852,922717.5,822967.5
Sinme_4588,0.018,0.0511,0.35278,923690.5,821994.5
Sinme_4589,0.0117,0.0772,0.15184,924393.5,821291.5
Sinme_4590,0.0039,0.0698,0.0561,925023.5,820661.5
Sinme_4591,0.0103,0.0421,0.24556,926196.5,819488.5
Sinme_4592,0.0093,0.0647,0.14385,927315.5,818369.5
Sinme_4593,0.0022,0.0158,0.1383,929771,815914
Sinme_4595,0.0027,0.0106,0.25377,931497.5,814187.5
Sinme_4597,0.0089,0.0152,0.58314,933136,812549
Sinme_4598,0.0034,0.0149,0.2258,934499.5,811185.5
Sinme_4599,0.0029,0.0416,0.069,935987,809698
Sinme_4600,0,0.0092,0,937249,808436
Sinme_4601,0.0018,0.00565,0.50086,939137.25,806547.75
Sinme_4602,0,0.0185,0,940820,804865
Sinme_4604,0.0014,0.0182,0.07927,942207.5,803477.5
Sinme_4606,0.00065,0.01395,0.151905,944834.25,800850.75
Sinme_4608,0.00055,0.0144,0.030135,947639.25,798045.75
Sinme_4610,0.0019,0.0037,0.51798,951188.5,794496.5
Sinme_4611,0.0036,0.0128,0.27842,952773,792912
Sinme_4613,0.0091,0.0321,0.28283,954419,791266
Sinme_4614,0.0043,0.0228,0.18871,955287,790398
Sinme_4615,0.0011,0.0304,0.03642,956511,789174
Sinme_4616,0,0.0269,0,957643,788042
Sinme_4617,0.00345,0.0157,0.30676,959782,785903
Sinme_4618,0.0055,0.0072,0.75828,961324,784361
Sinme_4619,0.00285,0.0107,0.201575,962966.5,782718.5
Sinme_4621,0.0037,0.0293,0.12459,964917,780768
Sinme_4622,0,0.01575,0,966467.5,779217.5
Sinme_4623,0,0.0196,0,967690,777995
Sinme_4624,0,0.0084,0,970308.5,775376.5
Sinme_4627,0.0018,0.0038,0.47005,973272,772413
Sinme_4629,0.00535,0.0107,NA,975234,770451
Sinme_4630,0.0015,0,NA,976783.5,768901.5
Sinme_4632,0.004,0.0127,0.31675,978330.5,767354.5
Sinme_4633,0,0.0711,0,979912.5,765772.5
Sinme_4634,0.0136,0.0886,0.15367,981224.5,764460.5
Sinme_4636,0.0037,0.0938,0.03939,982822.5,762862.5
Sinme_4637,0.0072,0.1028,0.0704,984199,761486
Sinme_4639,0.0065,0.0604,0.1079,985249.5,760435.5
Sinme_4642,0.0024,0.0345,0.06877,988867,756818
Sinme_4645,0,0.0175,0,992034.5,753650.5
Sinme_4646,0.0042,0.0208,0.26672,993758,751927
Sinme_4647,0.0071,0.0248,0.28799,994967,750718
Sinme_4648,0.0012,0.0284,0.04187,995791,749894
Sinme_4649,0,0.0216,0,998641.5,747043.5
Sinme_4651,0,0.0193,0,999820.5,745864.5
Sinme_4652,0.0042,0.0167,0.25412,1000303.5,745381.5
Sinme_4653,0.0057,0.0142,NA,1001352.33333333,744332.666666667
Sinme_4656,0.003975,0.012825,NA,1005298.375,740386.625
Sinme_4657,0.00215,0.0201,0.11124,1007772,737913
Sinme_4658,0.0037,0.0102,0.36775,1009270,736415
Sinme_4659,0.0017,0.0273,0.06181,1010520.5,735164.5
Sinme_4661,0.0013,0.0171,0.07368,1011858.5,733826.5
Sinme_4663,0,0.01,0,1013868,731817
Sinme_4664,0.00475,0.01295,0.37276,1014830.5,730854.5
Sinme_4665,0,0.0205,0,1016677.5,729007.5
Sinme_4666,0,0.033,0,1018083.5,727601.5
Sinme_4667,0,0.0271,0,1018975.5,726709.5
Sinme_4668,0.0063,0.0243,0.26003,1020199.5,725485.5
Sinme_4671,0.0028,0.0432,0.06363,1023526,722159
Sinme_4672,0.0388,0.1321,0.29648,1024382.75,721302.25
Sinme_4674,0.0031,0,NA,1025891,719794
Sinme_4675,0.008,0.0656,0.12244,1027138,718547
Sinme_4676,0.0072,0.0123,0.58444,1028367,717318
Sinme_4677,0.00775,0.01045,0.36988,1029789.25,715895.75
Sinme_4678,0.0106,0.0041,2.62074,1031025,714660
Sinme_4679,0.0013,0.0252,0.05208,1032075.5,713609.5
Sinme_4680,0.0049,0.0082,0.59694,1033101.5,712583.5
Sinme_4682,0.0025,0.03,0.08359,1034903.5,710781.5
Sinme_4684,0.0051,0.0381,0.124565,1036710.5,708974.5
Sinme_4685,0.0051,0.0353,0.14398,1038356,707329
Sinme_4686,0.0078,0.079,0.09928,1039469.5,706215.5
Sinme_4687,0.0037,0.05235,0.07181,1041061.75,704623.25
Sinme_4691,0.0246,0.0941,0.26187,1044369,701316
Sinme_4697,0.0068,0.1328,0.05121,1050059.5,695625.5
Sinme_4698,0.0038,0.1267,0.03004,1051451.5,694233.5
Sinme_4700,0.0015,0.0895,0.01724,1053285,692400
Sinme_4701,0,0.0785,0,1054004,691681
Sinme_4702,0.0053,0.1228,0.04347,1054922,690763
Sinme_4703,0.002,0.107,0.019,1056551.5,689133.5
Sinme_4704,0,0.0546,0,1058017,687668
Sinme_4707,0.005,0.0702,0.07139,1060064.5,685620.5
Sinme_4708,0.0067,0.0525,0.12829,1061775.5,683909.5
Sinme_4711,0.0029,0.0764,0.03819,1063464.5,682220.5
Sinme_4712,0.0062,0.0219,0.28433,1064843,680842
Sinme_4713,0.0044,0.0543,0.08076,1066400.5,679284.5
Sinme_4715,0.0061,0.0716,0.08463,1067638,678047
Sinme_4716,0.0078,0.0289,0.27005,1069006.5,676678.5
Sinme_4717,0.00375,0.04525,0.072035,1071582.5,674102.5
Sinme_4720,0.005,0.0437,0.11428,1073751,671934
Sinme_4723,0.0056,0.0596,0.0946,1076626,669059
Sinme_4724,0.007475,0.0533,NA,1080262.375,665422.625
Sinme_4725,0.0142,0.1669,0.08505,1084996.5,660688.5
Sinme_4728,0.00225,0.0277,0.11043,1089180.75,656504.25
Sinme_4729,0.0182,0.083,0.21968,1091027.5,654657.5
Sinme_4732,0.0012,0.0119,0.09882,1096212.5,649472.5
Sinme_4733,0,0.0028,0,1098213.5,647471.5
Sinme_4734,0,0,0,1099566,646119
Sinme_4735,0.0031,0.0034,0.92804,1100925,644760
Sinme_4736,0.0018,0.0037,0.2434,1102240.75,643444.25
Sinme_4737,0.00255,0,NA,1103662.25,642022.75
Sinme_4738,0.0038,0.0099,0.38523,1105419,640266
Sinme_4739,0.00595,0,NA,1106724.5,638960.5
Sinme_4740,0,0,0,1107680.5,638004.5
Sinme_4741,0.0012,0.0103,0.11934,1109045,636640
Sinme_4742,0.0025,0.0111,0.22972,1110973.75,634711.25
Sinme_4744,0.0026,0.0201,0.12919,1112518.5,633166.5
Sinme_4747,0.0111,0.0345,0.32153,1115576.5,630108.5
Sinme_4749,0.009,0.0155,0.58186,1117194,628491
Sinme_4752,0.0057,0.0345,0.16646,1119723.5,625961.5
Sinme_4753,0.0058,0.022,0.26204,1120215,625470
Sinme_4754,0.006,0.0202,0.29924,1121248.5,624436.5
Sinme_4756,0.0105,0.04935,0.57681,1122530.25,623154.75
Sinme_4757,0.0046,0.029,0.15998,1123378,622307
Sinme_4758,0.008,0.0385,0.20825,1124742,620943
Sinme_4759,0.0024,0.0206,0.11634,1126220,619465
Sinme_4760,0,0.1082,0,1127376,618309
Sinme_4761,0.005,0.108,0.04607,1128755.5,616929.5
Sinme_4763,0.0076,0.1266,0.0721,1130524.75,615160.25
Sinme_4764,0.0051,0.021,0.2448,1131889,613796
Sinme_4765,0.0011,0.0177,0.0626,1132974.5,612710.5
Sinme_4766,0.00075,0.03105,0.01327,1134395.75,611289.25
Sinme_4768,0.001,0.0081,0.12915,1136062,609623
Sinme_4769,0,0.0175,0,1137194,608491
Sinme_4770,0.0077,0.0102,0.75615,1138155,607530
Sinme_4771,0.0012,0.0046,0.26732,1139448.5,606236.5
Sinme_4773,0.0022,0.0038,0.58759,1141156,604529
Sinme_4775,0,0.0064,0,1142493,603192
Sinme_4776,0.0015,0.0074,0.19983,1143492,602193
Sinme_4777,0,0,0,1144345.5,601339.5
Sinme_4778,0.00255,0.0217,0.11447,1145620.5,600064.5
Sinme_4779,0.0011,0.0098,0.11668,1146755,598930
Sinme_4780,0.0008,0.0241,0.03321,1148121,597564
Sinme_4782,0.0033,0.0252,0.13062,1149741,595944
Sinme_4783,0.0114,0.0142,0.80501,1150672,595013
Sinme_4785,0.0031,0.0145,0.21523,1152213,593472
Sinme_4786,0.0013,0.0422,0.02974,1153392,592293
Sinme_4788,0.005,0.0172,0.29142,1155559.5,590125.5
Sinme_4789,0.0018,0.0358,0.04988,1156818.5,588866.5
Sinme_4791,0.0057,0.022,0.26122,1159055.5,586629.5
Sinme_4792,0.0024,0.0199,NA,1160816,584869
Sinme_4794,0.0042,0.0285,0.14912,1162901,582784
Sinme_4795,0.0055,0.0349,0.15698,1164223.5,581461.5
Sinme_4796,0.00285,0.01895,0.1017,1165038.75,580646.25
Sinme_4798,0.0007,0.0232,0.02976,1166710,578975
Sinme_4805,0.0079,0.0223,0.3521,1170882.5,574802.5
Sinme_4806,0.0032,0.0351,0.09255,1172152.5,573532.5
Sinme_4807,0.0039,0.0456,0.08519,1173199,572486
Sinme_4809,0.0422,0.2093,0.20185,1175251,570434
Sinme_4810,0.0123,0.127,0.09691,1176243,569442
Sinme_4811,0.00375,0.11005,0.035125,1177978.75,567706.25
Sinme_4812,0.009,0.0875,0.1516,1180278.5,565406.5
Sinme_4813,0.0023,0.0122,0.19219,1181794,563891
Sinme_4814,0,0.0169,0,1182760.5,562924.5
Sinme_4815,0.00215,0.03775,0.03628,1184415,561270
Sinme_4816,0.0098,0.0795,0.12386,1185924,559761
Sinme_4817,0.0098,0.0392,0.25059,1186913,558772
Sinme_4818,0.00135,0.06775,0.02539,1188734.25,556950.75
Sinme_4820,0.0017,0.0163,0.1012,1191517,554168
Sinme_4821,0,0.0001,0,1192691.5,552993.5
Sinme_4822,0,0.0001,0,1193638,552047
Sinme_4823,0.002,0.0341,0.05738,1195216,550469
Sinme_4824,0.0048,0.0368,0.13136,1196893,548792
Sinme_4825,0.0185,0.0477,0.38883,1198283,547402
Sinme_4826,0.0031,0.0264,0.11828,1199535.5,546149.5
Sinme_4827,0.0013,0.0908,0.01426,1200429,545256
Sinme_4829,0.0061,0.0268,0.22233,1202125.25,543559.75
Sinme_4833,0,0.0183,0,1206792,538893
Sinme_4834,0.0241,0.0637,0.37764,1207987,537698
Sinme_4835,0.0017,0.1393,0.01205,1209248,536437
Sinme_4836,0.012,0.0407,0.29553,1210185.5,535499.5
Sinme_4839,0.00245,0.06095,0.241855,1212704.25,532980.75
Sinme_4840,0.0089,0.1666,0.05324,1214085.5,531599.5
Sinme_4841,0.004,0.0559,0.07134,1216545,529140
Sinme_4842,0.0036,0.1681,0.02165,1217940,527745
Sinme_4843,0.0144,0.1079,0.13346,1219425.5,526259.5
Sinme_4845,0.0366,0.1425,0.25661,1221333,524352
Sinme_4846,0.0016,0.1389,0.01168,1223298,522387
Sinme_4847,0.0085,0.131,0.06516,1224377,521308
Sinme_4848,0.023,0.1215,0.18934,1225979.5,519705.5
Sinme_4849,0.0151,0.1027,0.1466,1227546.5,518138.5
Sinme_4853,0.0057,0.2635,0.02182,1232963,512722
Sinme_4854,0.0067,0.1188,0.05613,1233675,512010
Sinme_4855,0.0611,1.5407,0.03969,1235770.5,509914.5
Sinme_4856,0.0152,0.1264,0.12,1237115,508570
Sinme_4857,0.0083,0.1714,0.04831,1238502.5,507182.5
Sinme_4858,0.0088,0.1194,0.07404,1239463.5,506221.5
Sinme_4859,0.0341,0.16705,0.23904,1240972.5,504712.5
Sinme_4860,0.0041,0.0272,0.15209,1241899.5,503785.5
Sinme_4861,0.0041,0.1117,0.0368,1243061.5,502623.5
Sinme_4862,0.0113,0.0683,0.16526,1244496,501189
Sinme_4863,0.0165,0.089,0.18519,1245668.5,500016.5
Sinme_4866,0.0279,0.0919,0.30394,1249327.5,496357.5
Sinme_4867,0.0015,0.05,0.02918,1249981.5,495703.5
Sinme_4869,0.005,0.0699,0.07159,1251133,494552
Sinme_4870,0.0041,0.0742,0.05531,1253748,491937
Sinme_4872,0.0056,0.0329,0.16931,1255051,490634
Sinme_4873,0.0082,0.0366,0.22487,1256308.5,489376.5
Sinme_4875,0.0036,0.0497333333333333,0.07613,1258360.5,487324.5
Sinme_4876,0.0036,0.0235,0.15287,1260063,485622
Sinme_4877,0.0042,0.0351,0.12011,1261389,484296
Sinme_4878,0.0137,0.0404,0.33915,1262379,483306
Sinme_4879,0.0105,0.0341,0.30884,1264352,481333
Sinme_4880,0.0079,0.0638,0.12411,1265688,479997
Sinme_4882,0.0091,0.0426,0.21345,1266798.5,478886.5
Sinme_4886,0.00885,0.02445,0.378235,1269948.75,475736.25
Sinme_4887,0.01,0.0449,0.22292,1271256.5,474428.5
Sinme_4890,0.0134,0.0554,0.24241,1274158.5,471526.5
Sinme_4893,0.01055,0.06375,0.17042,1277264.75,468420.25
Sinme_4894,0.0036,0.048,0.07601,1278565.5,467119.5
Sinme_4895,0.0074,0.1289,0.05755,1279257,466428
Sinme_4896,0.0051,0.0281,0.17979,1280495,465190
Sinme_4897,0,0.0287,0,1281095,464590
Sinme_4898,0.0053,0.097,0.05488,1281814,463871
Sinme_4900,0.0112666666666667,0.0849,0.150406666666667,1283818.16666667,461866.833333333
Sinme_4901,0,0.0528,0,1285437,460248
Sinme_4903,0.009725,0.0938,0.1049475,1290226.625,455458.375
Sinme_4904,0.0088,0.12105,0.07236,1293794.75,451890.25
Sinme_4909,0.0025,0.099,0.0254,1298149.5,447535.5
Sinme_4910,0.0076,0.0625,0.12198,1299440.5,446244.5
Sinme_4911,0.001,0.0182,0.0532,1300690.5,444994.5
Sinme_4913,0,0.0371,0,1302003.5,443681.5
Sinme_4914,0.00055,0.0398,0.012695,1304227.75,441457.25
Sinme_4915,0.0044,0.03105,0.111285,1305815.5,439869.5
Sinme_4917,0.0025,0.0101,0.25268,1307271,438414
Sinme_4920,0.0085,0.0238,0.35656,1310694.5,434990.5
Sinme_4921,0.0012,0.0365,0.03275,1312204.5,433480.5
Sinme_4922,0.0035,0.0873,0.03975,1313522.5,432162.5
Sinme_4923,0,0.0231,0,1314607.5,431077.5
Sinme_4929,0.098,0.3784,0.25884,1321098.5,424586.5
Sinme_4937,0.0334,0.0693,0.48229,1330423.5,415261.5
Sinme_4939,0.005,0.0151,0.33232,1333299.5,412385.5
Sinme_4941,0.0039,0,NA,1336816,408869
Sinme_4942,0.00145,0.02095,0.07217,1338019.5,407665.5
Sinme_4943,0.0097,0.0241,0.40079,1340631,405054
Sinme_4945,0.0028,0,NA,1342395.5,403289.5
Sinme_4946,0.0129,0.0548,0.23568,1343512.5,402172.5
Sinme_4948,0.00835,0.10435,0.08017,1345657,400028
Sinme_4949,0.0248,0.1355,0.18328,1347250,398435
Sinme_4957,0.0031,0.0314,0.09953,1357394,388291
Sinme_4958,0.0068,0.01965,0.402975,1358538.25,387146.75
Sinme_4959,0.0012,0.0481,0.022005,1360692.5,384992.5
Sinme_4960,0.0043,0.05135,0.082775,1362317.5,383367.5
Sinme_4961,0.0152,0.0509,0.29903,1363452.5,382232.5
Sinme_4965,0.0064,0.0791,0.08113,1370276,375409
Sinme_4966,0,0.0286,0,1371265,374420
Sinme_4967,0.0165,0.1144,0.14459,1372702.5,372982.5
Sinme_4969,0.0154,0.1843,0.08366,1374045.5,371639.5
Sinme_4970,0.0095,0.1922,0.04944,1375666.5,370018.5
Sinme_4972,0.0337,0.1653,0.20358,1377755.5,367929.5
Sinme_4973,0.0167,0.1206,0.13829,1379065.5,366619.5
Sinme_4974,0.0255,0.1596,0.15971,1380577.5,365107.5
Sinme_4975,0.01995,0.084,0.30124,1381671.5,364013.5
Sinme_4976,0.0193,0.1484,0.1301,1382855,362830
Sinme_4977,0.0149,0.1075,0.13862,1384009.5,361675.5
Sinme_4978,0.0103,0.1418,0.07296,1384810.5,360874.5
Sinme_4979,0.0086,0.1285,0.06698,1385703.5,359981.5
Sinme_4980,0.013,0.0575,0.22598,1386709,358976
Sinme_4981,0.0039,0.0196,0.19723,1387982,357703
Sinme_4983,0.0057,0.0195,0.29098,1389110.5,356574.5
Sinme_4984,0.0081,0.0519,0.1566,1389831,355854
Sinme_4985,0.0103,0.0818,0.12531,1390527,355158
Sinme_4986,0.005,0.0423,0.11904,1391560.5,354124.5
Sinme_4987,0.0057,0.1845,0.03079,1392704.5,352980.5
Sinme_4989,0.0037,0.1381,0.02704,1394241,351444
Sinme_4990,0.0606,0.0929,0.65279,1395539,350146
Sinme_4991,0.0081,0.1346,0.06022,1396470.5,349214.5
Sinme_4992,0.0035,0.100066666666667,0.0389866666666667,1397831,347854
Sinme_4993,0.0037,0.1204,0.03038,1398576.5,347108.5
Sinme_4994,0.0396,0.1798,0.22007,1399111.5,346573.5
Sinme_4995,0.0139,0.2557,0.05447,1399691,345994
Sinme_4997,0.0277,0.0926,0.29918,1403178,342507
Sinme_4998,0,0.0381,0,1403499.5,342185.5
Sinme_4999,0.0019,0.0387666666666667,0.0282833333333333,1404446.5,341238.5
Sinme_5000,0.0024,0.0205,0.11761,1405578.5,340106.5
Sinme_5004,0.0023,0.0153,0.14887,1408907,336778
Sinme_5005,0.0023,0.0624,0.03675,1410490.5,335194.5
Sinme_5006,0.0176,0.038,0.46436,1411811,333874
Sinme_5007,0.01335,0.1109,0.173575,1412617.75,333067.25
Sinme_5008,0,0.0183,0,1413708,331977
Sinme_5010,0.00245,0.04615,0.0616,1414828.25,330856.75
Sinme_5012,0.0057,0.0984,0.05754,1416027.5,329657.5
Sinme_5017,0.0023,0.087,0.02619,1421229,324456
Sinme_5019,0.0141,0.0626,0.22433,1423935.5,321749.5
Sinme_5021,0.0074,0.0611,0.12138,1425539.5,320145.5
Sinme_5022,0.0255,0.0456,0.56063,1426307,319378
Sinme_5023,0.0035,0.0446,0.0782,1427060.5,318624.5
Sinme_5024,0.0132,0.0767,0.17238,1428649,317036
Sinme_5025,0.0102,0.1344,0.07596,1429601,316084
Sinme_5026,0.0057,0.0384,0.1489,1430646,315039
Sinme_5027,0.0082,0.0989,0.08293,1432087.5,313597.5
Sinme_5033,0.00175,0.02105,0.0648,1440139.25,305545.75
Sinme_5036,0.0068,0.0427,0.15836,1442365.5,303319.5
Sinme_5038,0.0009,0.0129,0.07157,1443902,301783
Sinme_5045,0.0091,0.0230333333333333,NA,1448548.16666667,297136.833333333
Sinme_5055,0.00975,0.04895,0.35514,1458156.25,287528.75
Sinme_5058,0.0013,0.0128,0.10236,1460276,285409
Sinme_5059,0.0009,0.0222,0.04241,1461584,284101
Sinme_5060,0.0103333333333333,0.0717666666666667,NA,1463150,282535
Sinme_5061,0.0214,0.3201,0.06693,1464792.5,280892.5
Sinme_5062,0.0097,0.1504,0.06467,1465771.5,279913.5
Sinme_5063,0.0115,0.0965,0.11917,1467444.5,278240.5
Sinme_5067,0.0063,0,NA,1470252,275433
Sinme_5069,0.0021,0.0134,0.15522,1471282.5,274402.5
Sinme_5070,0.0012,0.0705,0.0177,1472519,273166
Sinme_5073,0.0079,0.0717,0.11006,1473664,272021
Sinme_5076,0.0149,0.1051,0.14137,1475115,270570
Sinme_5078,0.0012,0.1552,0.00772,1476623.5,269061.5
Sinme_5079,0.0058,0.0947,0.05874,1477712,267973
Sinme_5080,0.0054,0.046,0.11656,1479031.5,266653.5
Sinme_5081,0.0126,0.0871,0.14525,1479962,265723
Sinme_5082,0.0028,0.0769,0.0358,1481150,264535
Sinme_5083,0.0045,0.0366,0.12315,1482005.5,263679.5
Sinme_5084,0.0028,0.0207,0.13444,1483360,262325
Sinme_5085,0.0029,0.008,0.367,1484832.5,260852.5
Sinme_5087,0.0015,0.0117,0.13034,1486822,258863
Sinme_5088,0.0026,0.0124,0.2055,1488506,257179
Sinme_5090,0.0043,0.0237,0.18021,1490267.5,255417.5
Sinme_5092,0.0048,0.0076,0.63468,1492830.5,252854.5
Sinme_5094,0.0114,0.017,0.67142,1494529,251156
Sinme_5100,0.0284,0.1832,0.15511,1499524,246161
Sinme_5102,0.0108,0.0956,0.11284,1500901.5,244783.5
Sinme_5109,0.0031,0.0242,0.12877,1506191,239494
Sinme_5110,0,0.0362,0,1508669,237016
Sinme_5111,0.0011,0.0079,0.14281,1509687.5,235997.5
Sinme_5113,0.0024,0.0241,0.09945,1510648.5,235036.5
Sinme_5118,0.0026,0.0133,0.19524,1514794.5,230890.5
Sinme_5123,0,0.0259,0,1517596.5,228088.5
Sinme_5124,0.0047,0.0286,0.1658,1518941,226744
Sinme_5125,0.00515,0.04265,0.15304,1520528.75,225156.25
Sinme_5126,0.0008,0.0359,0.02208,1522596,223089
Sinme_5127,0,0.0364,0,1523942,221743
Sinme_5128,0,0.0382,0,1524995.5,220689.5
Sinme_5129,0.0055,0.0413,0.13385,1526469.5,219215.5
Sinme_5130,0.0039,0.0186,0.21191,1527509.5,218175.5
Sinme_5131,0,0.027,0,1528456.5,217228.5
Sinme_5132,0.0026,0.0127,0.20253,1529694,215991
Sinme_5133,0,0.0201,0,1530414.5,215270.5
Sinme_5134,0,0.0336,0,1531535.5,214149.5
Sinme_5135,0,0.0414,0,1534393,211292
Sinme_5136,0,0.0304,0,1535791.25,209893.75
Sinme_5142,0.0143,0.06845,0.20504,1539370.5,206314.5
Sinme_5143,0,0.0267,0,1540787,204898
Sinme_5144,0.0165,0.11,0.15,1541817,203868
Sinme_5145,0.0067,0.0276,0.24135,1542936,202749
Sinme_5148,0.0038,0.0191,0.2005,1545962,199723
Sinme_5149,0.003,0.0275,0.10925,1547747,197938
Sinme_5152,0.0039,0.0619,0.06338,1550048,195637
Sinme_5153,0.0141,0.0869,0.16243,1551496,194189
Sinme_5154,0.0125,0.0758,0.19738,1552503.25,193181.75
Sinme_5155,0.0055,0.0498,0.1098,1553613,192072
Sinme_5156,0.0041,0.1007,0.04032,1554612.5,191072.5
Sinme_5157,0.0032,0.0753,0.04271,1555447,190238
Sinme_5158,0.00475,0.0545,0.099775,1556548.25,189136.75
Sinme_5162,0.00735,0.05755,0.13254,1560175.25,185509.75
Sinme_5165,0.0012,0.1428,0.0085,1564045,181640
Sinme_5166,0.0024,0.0823,0.02944,1565137,180548
Sinme_5167,0.00425,0.0692,0.06351,1566541.25,179143.75
Sinme_5170,0.642,21.5044,0.02985,1569660.5,176024.5
Sinme_5174,0.0338,0.2032,0.16629,1571861.5,173823.5
Sinme_5178,0.0145,0.0599,0.24205,1577476.5,168208.5
Sinme_5181,0.0101,0.2571,0.03924,1580026.5,165658.5
Sinme_5185,0.0046,0.068,0.06736,1584203.5,161481.5
Sinme_5187,0.00095,0.1382,0.006495,1585838.5,159846.5
Sinme_5189,0.0255,0.1042,0.24484,1588132.5,157552.5
Sinme_5190,0.0036,0.0541,0.06612,1589987.5,155697.5
Sinme_5191,0.0166,0.0788,0.2111,1590905,154780
Sinme_5192,0.0081,0.1716,0.04739,1591603.5,154081.5
Sinme_5193,0.0135,0.053,0.2552,1592201.5,153483.5
Sinme_5194,0.0094,0.0488,0.1909,1593293.75,152391.25
Sinme_5195,0.0056,0.0291,0.19165,1595265.5,150419.5
Sinme_5198,0.00345,0.09155,0.04283,1598498,147187
Sinme_5199,0.0042,0.0233,0.18018,1600456.5,145228.5
Sinme_5201,0.0087,0.0528,0.163695,1603182.5,142502.5
Sinme_5202,0.0091,0.0516,0.17559,1604599.5,141085.5
Sinme_5203,0.0343,0.0307,1.11686,1605530,140155
Sinme_5204,0.01,0.06915,0.17389,1606771,138914
Sinme_5206,0.0039,0.1278,0.03022,1608671.5,137013.5
Sinme_5207,0.005,0.0032,1.57685,1610131.5,135553.5
Sinme_5208,0.0061,0.057,0.10742,1611130.5,134554.5
Sinme_5209,0,0.0611,0,1612124,133561
Sinme_5210,0.0126,0.0828,0.15175,1613286.5,132398.5
Sinme_5211,0.006,0.034,0.17704,1614094,131591
Sinme_5212,0.0049,0.0911,0.05332,1614808,130877
Sinme_5213,0.0222,0.1091,0.20356,1615177,130508
Sinme_5214,0.0032,0.0616,0.05119,1615765,129920
Sinme_5217,0.0078,0.0701,0.11063,1618128.5,127556.5
Sinme_5222,0.0203,0.1041,0.19514,1621692,123993
Sinme_5226,0.0063,0.1165,0.05408,1623850.5,121834.5
Sinme_5228,0.0022,0.2001,0.01124,1625828.5,119856.5
Sinme_5233,0.0117,0.2326,0.05038,1630694,114991
Sinme_5235,0.0267,0.0733,0.36448,1632519,113166
Sinme_5237,0.0151,0.106466666666667,0.127606666666667,1635600.83333333,110084.166666667
Sinme_5238,0.0094,0.2018,0.04677,1637338.5,108346.5
Sinme_5239,0.0214,0.1044,0.2048,1638030.5,107654.5
Sinme_5251,0.0092,0.00635,NA,1648202.75,97482.25
Sinme_5252,0.0034,0.0533,0.06345,1649461.5,96223.5
Sinme_5253,0.00995,0.1037,0.099145,1651682.75,94002.25
Sinme_5258,0.0039,0.1811,0.02148,1658370.5,87314.5
Sinme_5259,0.0043,0.0612,0.06994,1659583.5,86101.5
Sinme_5260,0.02255,0.0831,0.319615,1660768.25,84916.75
Sinme_5261,0.0032,0.0271,0.11691,1662056.5,83628.5
Sinme_5262,0.0025,0.1564,0.01589,1662734.5,82950.5
Sinme_5263,0.0131,0.1626,0.08029,1664022,81663
Sinme_5264,0.0139,0.1894,0.07324,1665641,80044
Sinme_5265,0.0251,0.12795,0.19544,1666801.5,78883.5
Sinme_5266,0,0.0884,0,1667672,78013
Sinme_5267,0.0049,0.0321,0.15118,1668330,77355
Sinme_5268,0.01385,0.02665,0.55278,1669975.25,75709.75
Sinme_5269,0.0089,0.0974,0.09134,1671711.5,73973.5
Sinme_5271,0,0.0937,0,1674661.5,71023.5
Sinme_5272,0.0012,0.1273,0.00942,1675734.5,69950.5
Sinme_5273,0.0006,0.142,0.0041,1677396.5,68288.5
Sinme_5275,0,0.1788,0,1679462,66223
