gene_name,dN,dS,omega,midpoint,tmp_pos
I33_RS01595,0.0512,0.2278,0.22496,298204.5,298204.5
I33_RS01600,0.0311,0.4377,0.07098,298930.5,298930.5
I33_RS01615,0.0933,0.3123,0.29878,301165.5,301165.5
I33_RS01620,0.1094,0.388,0.28209,301879.5,301879.5
I33_RS01625,0.05535,0.29915,0.181365,303812.75,303812.75
I33_RS01630,0.0263,0.3393,0.0774,304990.5,304990.5
I33_RS01635,0.0391,0.3397,0.11522,306046,306046
I33_RS01645,0.0231,0.1562,0.14773,308529.5,308529.5
I33_RS01650,0.0405,0.2566,0.15801,309009.5,309009.5
I33_RS01655,0.0155,0.3067,0.04748,310057.75,310057.75
I33_RS01660,0.0539,0.4613,0.11683,311377.5,311377.5
I33_RS01665,0.0146,0.26125,0.05553,312764.5,312764.5
I33_RS01670,0.0048,0.1817,0.02637,313685,313685
I33_RS01685,0.0193,0.2705,0.07136,315689.5,315689.5
I33_RS01695,0.0157,0.3354,0.04673,318324.5,318324.5
I33_RS01700,0.0774,0.1997,0.38747,320612.5,320612.5
I33_RS01705,0.0127,0.3162,0.04015,321620,321620
I33_RS01710,0.0168,0.28245,0.054085,323127.25,323127.25
I33_RS01720,0.0334,0.5079,0.06568,324613.5,324613.5
I33_RS01725,0.0208,0.3557,0.05845,326046.5,326046.5
I33_RS01750,0.00585,0.285,0.02523,330278.25,330278.25
I33_RS01780,0.0397,0.2874,0.13805,335709.5,335709.5
I33_RS01790,0.0248,0.3512,0.07055,338697,338697
I33_RS01800,0.083,0.411,0.20196,340993.5,340993.5
I33_RS01805,0.0477,0.2857,0.16708,341979,341979
I33_RS01810,0.0262,0.3096,0.08466,343016,343016
I33_RS01815,0.0232,0.2567,0.09566,344487.75,344487.75
I33_RS01825,0.017,0.3108,0.0509,347055.75,347055.75
I33_RS01830,0.0059,0.202,0.02904,349341.5,349341.5
I33_RS01835,0.033775,0.30535,0.10031,351315.125,351315.125
I33_RS01840,0.03835,0.4508,0.08035,353213,353213
I33_RS01845,0.0681,0.3816,0.17834,354622.5,354622.5
I33_RS01850,0.0128,0.1769,0.07226,355572,355572
I33_RS01860,0.0137,0.2811,0.04862,356972.5,356972.5
I33_RS01875,0.0423,0.4322,0.09787,359366,359366
I33_RS01895,0.0836,0.3588,0.23287,361605.5,361605.5
I33_RS01905,0.0145,0.3931,0.03694,363539.5,363539.5
I33_RS01915,0.10325,0.27355,0.375855,365190.25,365190.25
I33_RS01920,0.0164,0.3245,0.05064,366659.5,366659.5
I33_RS01930,0.0124,0.2958,0.04204,367645,367645
I33_RS01935,0.0349142857142857,0.280171428571429,0.122444285714286,373111.571428571,373111.571428571
I33_RS01940,0.0386,0.3424,0.112505,383742.25,383742.25
I33_RS01995,0.0268,0.3314,0.08089,402752,402752
I33_RS02010,0.06835,0.30975,0.213035,405137.25,405137.25
I33_RS02030,0.0242,0.2138,0.11336,408563.5,408563.5
I33_RS02035,0.0135333333333333,0.2029,0.0644033333333333,410318.5,410318.5
I33_RS02045,0.0183,0.3528,0.059035,412430.5,412430.5
I33_RS02050,0.0049,0.3031,0.01612,413867.5,413867.5
I33_RS02055,0.0176,0.308,0.05708,414705.5,414705.5
I33_RS02060,0.084,0.5274,0.15935,415771,415771
I33_RS02065,0.0334,0.2437,0.13702,416974,416974
I33_RS02075,0.0627,0.4989,0.1257,419872,419872
I33_RS02080,0.0494,0.5764,0.08574,420921,420921
I33_RS02100,0.077,0.5509,0.13969,422351.5,422351.5
I33_RS02105,0.0203,0.3062,0.06637,424548,424548
I33_RS02110,0.037,0.3362,0.115555,425272.5,425272.5
I33_RS02115,0.0116,0.393,0.02961,426186,426186
I33_RS02120,0.0084,0.2758,0.0304,426911,426911
I33_RS02125,0.0206,0.3141,0.06574,427965,427965
I33_RS02130,0.0094,0.198,0.04756,429396,429396
I33_RS02135,0,0.0684,0,430033,430033
I33_RS02140,0.0259,0.3144,0.08236,431305,431305
I33_RS02155,0.00925,0.1745,0.053215,433315.5,433315.5
I33_RS02160,0.0189,0.3011,0.06265,434639.5,434639.5
I33_RS02165,0.03025,0.4683,0.06033,436156.5,436156.5
I33_RS02175,0.0186,0.1718,0.10804,437913,437913
I33_RS02180,0.0228,0.2915,0.07833,438890.5,438890.5
I33_RS02185,0.017,0.2718,0.0566966666666667,440011.5,440011.5
I33_RS02210,0.0082,0.3666,0.02246,443642.5,443642.5
I33_RS02220,0.0346,0.5385,0.06665,446133.5,446133.5
I33_RS02225,0.0372,0.298,0.1248,447613.5,447613.5
I33_RS02235,0.0218,0.2819,0.07736,448747,448747
I33_RS02245,0.005,0.3157,0.01587,450442,450442
I33_RS02250,0.019,0.5185,0.03657,451400.5,451400.5
I33_RS02255,0.0407,0.4421,0.09207,452178.5,452178.5
I33_RS02260,0.0233,0.3702,0.06287,453365,453365
I33_RS02265,0.0634,0.3519,0.1803,454310.5,454310.5
I33_RS02270,0.0869,0.3892,0.22334,454984.5,454984.5
I33_RS02280,0.0147,0.2543,0.05789,456442.5,456442.5
I33_RS02290,0.0381,0.2245,0.1698,457409.5,457409.5
I33_RS02295,0.0341,0.40805,0.0893,458926.75,458926.75
I33_RS02300,0.0445,0.3539,0.1257,460225,460225
I33_RS02305,0.0340333333333333,0.283666666666667,0.117573333333333,461946,461946
I33_RS02310,0.01505,0.28255,0.05392,463503.5,463503.5
I33_RS02315,0.0199,0.3186,0.06231,464982,464982
I33_RS02325,0.0381,0.3861,0.0988,466490,466490
I33_RS02350,0.0299,0.3048,0.09809,470181.5,470181.5
I33_RS02355,0.0406,0.3724,0.1159,471684.25,471684.25
I33_RS02360,0.1195,0.6464,0.18483,473449.5,473449.5
I33_RS02365,0.0161,0.2443,0.06601,474014,474014
I33_RS02370,0.0146,0.3095,0.04711,475135.5,475135.5
I33_RS02450,0.0163,0.2438,0.06262,492559.25,492559.25
I33_RS02455,0.0637,0.4107,0.15512,493215,493215
I33_RS02460,0.01255,0.3787,0.03008,494688.5,494688.5
I33_RS02465,0.1667,0.3102,0.53749,495528,495528
I33_RS02470,0.0342,0.3167,0.10812,497172,497172
I33_RS02480,0.0121,0.3085,0.03935,498565.5,498565.5
I33_RS02485,0.0243,0.3095,0.07836,499711,499711
I33_RS02490,0.0081,0.207,0.03912,500798.5,500798.5
I33_RS02505,0.02225,0.39655,0.056665,503797.5,503797.5
I33_RS02510,0.0278,0.3926,0.07073,505723,505723
I33_RS02520,0.0097,0.2484,0.036305,507607.5,507607.5
I33_RS02525,0.0124,0.2039,0.06091,508780,508780
I33_RS02535,0.0296,0.3126,0.09476,510070.5,510070.5
I33_RS02540,0.0028,0.1942,0.01467,511899,511899
I33_RS02560,0.0492,0.3312,0.14851,514025,514025
I33_RS02570,0.0219,0.2588,0.08472,515318.5,515318.5
I33_RS02575,0.0385,0.3614,0.10653,515892.5,515892.5
I33_RS02585,0.0039,0.3207,0.01227,516753.5,516753.5
I33_RS02600,0,0.0001,0,518797.5,518797.5
I33_RS02605,0,0.0263,0,519118,519118
I33_RS02610,0.0067,0.329975,0.0200875,520642.5,520642.5
I33_RS02615,0.037,0.4138,0.08929,522249.5,522249.5
I33_RS02670,0.0181,0.3225,0.05611,526822.5,526822.5
I33_RS02680,0.0224,0.388,0.05785,528355,528355
I33_RS02840,0.03405,0.178,0.183685,559871.25,559871.25
I33_RS02880,0.1105,0.4615,0.23936,567916.5,567916.5
I33_RS02885,0.2354,0.50065,0.64074,569660.75,569660.75
I33_RS02900,0.0482,0.4007,0.12037,572084.5,572084.5
I33_RS02910,0.0816,0.3972,0.21114,573731.166666667,573731.166666667
I33_RS02920,0.0351,0.3375,0.10403,575126,575126
I33_RS02935,0.0677,0.5403,0.12537,579719,579719
I33_RS02940,0.0381,0.4206,0.09056,580542.5,580542.5
I33_RS02950,0.122,0.6703,0.18197,582091,582091
I33_RS02960,0.1261,0.6061,0.2081,583029,583029
I33_RS02975,0.0571,0.4934,0.1157,585466.5,585466.5
I33_RS02985,0.0629,0.4166,0.15096,586208,586208
I33_RS03015,0.0412,0.2613,0.15775,589283.5,589283.5
I33_RS03020,0.0335,0.3912,0.08562,590799.5,590799.5
I33_RS03035,0.04425,0.45105,0.099165,594171.75,594171.75
I33_RS03040,0.0639,0.3804,0.16794,596786.5,596786.5
I33_RS03045,0.0342,0.3895,0.08781,597583,597583
I33_RS03055,0.0582,0.2668,0.20812,598623.25,598623.25
I33_RS03065,0.0874,0.3985,0.2193,601956.5,601956.5
I33_RS03070,0.087,0.35635,0.24936,603541.25,603541.25
I33_RS03080,0.031,0.4921,0.06307,604834.5,604834.5
I33_RS03085,0.0519,0.4012,0.12926,605649,605649
I33_RS03090,0.0083,0.302,0.0276,607387,607387
I33_RS03095,0.0814,0.2674,0.30435,608505,608505
I33_RS03100,0.0476,0.3468,0.13721,609159,609159
I33_RS03120,0.0143,0.2221,0.085205,612779.25,612779.25
I33_RS03145,0.0203,0.2881,0.07052,616208,616208
I33_RS03150,0.0919,1.4666,0.06266,618687,618687
I33_RS03155,0.0572,0.3987,0.14344,619625,619625
I33_RS03165,0.0263,0.4669,0.05623,620791,620791
I33_RS03170,0.1199,0.3516,0.34112,622547.5,622547.5
I33_RS03175,0.1027,0.3855,0.26649,622995,622995
I33_RS03215,0.0163,0.2691,0.06048,630526.5,630526.5
I33_RS03225,0.0612,0.3849,0.15891,631358.5,631358.5
I33_RS03235,0.0531,0.3725,0.14253,632284.5,632284.5
I33_RS04795,0.0359,0.3458,0.10376,953761,953761
I33_RS04800,0.0336,0.184,0.18241,954395.5,954395.5
I33_RS04805,0.0884,0.2967,0.29787,955234.5,955234.5
I33_RS04810,0.0272,0.406,0.06695,956775,956775
I33_RS04835,0.0585,0.3223,0.18141,959391.5,959391.5
I33_RS04840,0.0066,0.2793,0.02354,960260.5,960260.5
I33_RS04845,0.0254,0.3176,0.07982,961777.5,961777.5
I33_RS04855,0.0291,0.2803,0.10391,962300,962300
I33_RS04860,0.0299,0.4352,0.06861,962801,962801
I33_RS04865,0.0201,0.3283,0.06134,963592,963592
I33_RS04870,0.0702,0.29455,0.219515,965786.25,965786.25
I33_RS04875,0.0655,0.374,0.17521,966432.5,966432.5
I33_RS04880,0.0071,0.1709,0.04177,966771,966771
I33_RS04885,0.0384,0.2899,0.13253,967540.5,967540.5
I33_RS04890,0.0105,0.3966,0.0264,968515,968515
I33_RS04895,0.0440833333333333,0.308516666666667,0.137845,970804.916666667,970804.916666667
I33_RS04905,0.0035,0.2966,0.01183,974103.5,974103.5
I33_RS04920,0.0023,0.2728,0.00849,975818.5,975818.5
I33_RS04925,0.0152,0.34405,0.043485,977109.5,977109.5
I33_RS04930,0.0144,0.266,0.05405,978574,978574
I33_RS04935,0.0026,0.4081,0.00644,979661,979661
I33_RS04940,0.03745,0.1996,0.1906,980542.25,980542.25
I33_RS04945,0.04905,0.53375,0.09232,981685.5,981685.5
I33_RS04950,0.0501,0.2828,0.17725,982773,982773
I33_RS04955,0.0795,0.4506,0.17639,985316,985316
I33_RS04965,0.0236,0.2919,0.08075,987681.5,987681.5
I33_RS04970,0.0606,0.7369,0.08217,988536.5,988536.5
I33_RS04975,0.135,0.2732,0.494,988770.5,988770.5
I33_RS04980,0.0669,9.3704,0.00713,989318.5,989318.5
I33_RS04985,0.1603,2.5983,0.06168,989489.5,989489.5
I33_RS05005,0.1134,0.375933333333333,0.332723333333333,995427,995427
I33_RS05010,0.0288,0.0837,0.34428,997113.25,997113.25
I33_RS05015,0.0222,0.4806,0.04617,998055,998055
I33_RS05020,0.0035,0.3328,0.01059,999172.5,999172.5
I33_RS05030,0.00925,0.28485,0.032335,1001532,1001532
I33_RS05035,0.0267,0.465,0.05742,1002913,1002913
I33_RS05040,0.0073,0.3162,0.02298,1004089,1004089
I33_RS05045,0.0107,0.2947,0.03618,1005810,1005810
I33_RS05060,0.0266,0.3356,0.07933,1007646.5,1007646.5
I33_RS05075,0.0428,0.38825,0.112995,1010521.25,1010521.25
I33_RS05080,0.0298,0.2991,0.09968,1011588.5,1011588.5
I33_RS05085,0.04765,0.270875,0.1878275,1012445.125,1012445.125
I33_RS05090,0.02205,0.30005,0.07468,1014176,1014176
I33_RS05110,0.0195,0.3067,0.06369,1017769.5,1017769.5
I33_RS05120,0.0378333333333333,0.4063,0.09637,1019321.5,1019321.5
I33_RS05130,0.0289,0.399,0.07232,1021607,1021607
I33_RS05135,0.0194,0.3371,0.0577,1022665.5,1022665.5
I33_RS05145,0.0107,0.3064,0.03501,1024045.5,1024045.5
I33_RS05150,0.0604,0.3255,0.181365,1026250.25,1026250.25
I33_RS05160,0.0431,0.3151,0.13692,1027988,1027988
I33_RS05165,0.0054,0.2119,0.02539,1028370.5,1028370.5
I33_RS05170,0.0096,0.17145,0.03841,1029439.5,1029439.5
I33_RS05175,0.0378,0.3348,0.11278,1030762.5,1030762.5
I33_RS05180,0.0179,0.1899,0.09432,1031694.5,1031694.5
I33_RS05185,0.0181,0.2252,0.08023,1032730,1032730
I33_RS05190,0.0034,0.061,0.05637,1033673.5,1033673.5
I33_RS05200,0.0185,0.2563,0.07216,1036246.5,1036246.5
I33_RS05205,0.0698333333333333,0.258466666666667,0.266806666666667,1037564.16666667,1037564.16666667
I33_RS05220,0.025,0.3178,0.0787,1039466.5,1039466.5
I33_RS05230,0.0471,0.3946,0.1194,1041285,1041285
I33_RS05235,0.0438,0.469,0.09337,1042418,1042418
I33_RS05245,0.044,0.29405,0.178305,1044094.25,1044094.25
I33_RS05250,0.0245,0.3176,0.07712,1046193.5,1046193.5
I33_RS05265,0.0973,0.3228,0.3014,1049452,1049452
I33_RS05285,0.0358,0.3749,0.09549,1051488.5,1051488.5
I33_RS05295,0.0153,0.3474,0.04417,1052713.5,1052713.5
I33_RS05310,0.02295,0.2205,0.07893,1054504.5,1054504.5
I33_RS05325,0.0117,0.3721,0.03144,1057133.5,1057133.5
I33_RS05330,0.0209,0.2895,0.0723,1058432.5,1058432.5
I33_RS05335,0.0137,0.262,0.0523,1059811.5,1059811.5
I33_RS05340,0.0457,0.3017,0.20015,1060911,1060911
I33_RS05350,0.0714,0.1505,0.47432,1062371.5,1062371.5
I33_RS05355,0.0181,0.3461,0.05285,1063574.25,1063574.25
I33_RS05360,0.041,0.2911,0.14078,1065459,1065459
I33_RS05365,0.0338,0.2187,0.15465,1066252,1066252
I33_RS05370,0.0622,0.3079,0.20212,1067002,1067002
I33_RS05380,0.053525,0.580875,0.083355,1070311.75,1070311.75
I33_RS05385,0.0141,0.2091,0.06762,1072301,1072301
I33_RS05390,0.0181,0.0949,0.191,1072935.5,1072935.5
I33_RS05395,0.0046,0.1654,0.02759,1073414.5,1073414.5
I33_RS05400,0.03175,0.19435,0.17279,1074274.75,1074274.75
I33_RS05405,0.0204,0.244,0.08375,1074905,1074905
I33_RS05410,0.0265,0.4225,0.06282,1075828.5,1075828.5
I33_RS05420,0.0037,0.2803,0.01302,1077807,1077807
I33_RS05425,0.0232,0.3396,0.0684,1078793.5,1078793.5
I33_RS05435,0.03475,0.37575,0.09189,1080261,1080261
I33_RS05445,0.037,0.3031,0.12198,1082107,1082107
I33_RS05450,0.0273,0.2599,0.10518,1083479,1083479
I33_RS05455,0.0232,0.4067,0.05696,1084923,1084923
I33_RS05465,0.0213,0.2881,0.07397,1086647.5,1086647.5
I33_RS05470,0.0147,0.315,0.04675,1087716,1087716
I33_RS05475,0.0199,0.4926,0.04043,1088901.5,1088901.5
I33_RS05480,0.0169,0.2147,0.07851,1090042.5,1090042.5
I33_RS05490,0.0415,0.4367,0.09503,1091563,1091563
I33_RS05495,0.05485,0.43455,0.139275,1093760.25,1093760.25
I33_RS05510,0.0368,0.5205,0.07078,1096315,1096315
I33_RS05515,0.0091,0.2324,0.03919,1097204.5,1097204.5
I33_RS05525,0.0178,0.2132,0.08354,1098779,1098779
I33_RS05540,0.0487,0.3603,0.13512,1100541,1100541
I33_RS05550,0.03265,0.2594,0.13259,1102254,1102254
I33_RS05560,0.029,0.2997,0.09689,1104995.5,1104995.5
I33_RS05570,0.0626,0.3133,0.183745,1106623.75,1106623.75
I33_RS05575,0.0246,0.2809,0.08758,1108217,1108217
I33_RS05580,0.019,0.3496,0.05422,1109026.5,1109026.5
I33_RS05585,0.07175,0.38215,0.189145,1110302.75,1110302.75
I33_RS05590,0.0885,0.3637,0.2434,1111387.5,1111387.5
I33_RS05595,0.0162,0.298,0.0545,1113269,1113269
I33_RS05610,0.0194,0.25855,0.103845,1117101.875,1117101.875
I33_RS05615,0.033275,0.28855,0.118385,1120489.125,1120489.125
I33_RS05620,0.0162,0.2228,0.07268,1122428,1122428
I33_RS05625,0.0463666666666667,0.357966666666667,0.125993333333333,1124681.5,1124681.5
I33_RS05630,0.02,0.294,0.06798,1127091,1127091
I33_RS05645,0.0286,0.3485,0.08204,1127876.5,1127876.5
I33_RS05660,0.0374,0.2122,0.17615,1128963.5,1128963.5
I33_RS05670,0.026,0.2394,0.10868,1130209.5,1130209.5
I33_RS05675,0.0313,0.2337,0.13379,1131495,1131495
I33_RS05685,0.0725,0.35225,0.205105,1133567.75,1133567.75
I33_RS05700,0.0152,0.2504,0.06052,1138062.5,1138062.5
I33_RS05715,0.0191,0.3441,0.05546,1141215,1141215
I33_RS05720,0.0328,0.3638,0.09005,1143057,1143057
I33_RS05730,0.0217,0.3088,0.07026,1144161.5,1144161.5
I33_RS05740,0.0484,0.335,0.14453,1146448,1146448
I33_RS05750,0.0474,0.2177,0.21758,1148306,1148306
I33_RS05755,0.0613,0.587733333333333,0.146243333333333,1148925.33333333,1148925.33333333
I33_RS05760,0.0355,0.4825,0.0913,1150195.5,1150195.5
I33_RS05765,0.0496,0.2057,0.24094,1150935,1150935
I33_RS05775,0.0139,0.2581,0.05367,1152696.5,1152696.5
I33_RS05780,0.0182,0.0963,0.18947,1153443,1153443
I33_RS05785,0.0343,0.2937,0.1167,1155131,1155131
I33_RS05800,0.02605,0.3786,0.06402,1157496.25,1157496.25
I33_RS05820,0.0092,0.2837,0.03237,1161459.5,1161459.5
I33_RS05830,0.0113,0.1725,0.06553,1162698.5,1162698.5
I33_RS05840,0.0325,0.4311,0.07536,1163654.5,1163654.5
I33_RS05845,0.0628,0.4447,0.1412,1164884,1164884
I33_RS05855,0.0686,0.4343,0.15802,1166313.5,1166313.5
I33_RS05860,0.0668,0.3693,0.18096,1167461,1167461
I33_RS05865,0.0408,0.4404,0.0926,1168518,1168518
I33_RS05870,0.03655,0.3386,0.11654,1169809.75,1169809.75
I33_RS05880,0.0443,0.3217,0.13756,1172092,1172092
I33_RS05885,0.0768,0.312,0.24626,1172990,1172990
I33_RS05890,0.0298666666666667,0.331033333333333,0.08495,1174528,1174528
I33_RS05895,0.0124,0.3775,0.03286,1176619,1176619
I33_RS05900,0.1264,0.511,0.24741,1177607.5,1177607.5
I33_RS05935,0.0214,0.3413,0.06261,1181971,1181971
I33_RS05955,0.1492,3.5215,0.04238,1185754.5,1185754.5
I33_RS05960,0.0418,0.3173,0.13161,1188125.5,1188125.5
I33_RS05965,0.0052,0.1817,0.02864,1189110,1189110
I33_RS05970,0.02515,0.17885,0.13563,1189980,1189980
I33_RS05975,0.0154,0.4298,0.03577,1190896,1190896
I33_RS05980,0.0279,0.3075,0.09056,1191806.5,1191806.5
I33_RS05985,0.034,0.2907,0.11712,1193571.5,1193571.5
I33_RS05990,0.0304,0.2542,0.11953,1195552.5,1195552.5
I33_RS06000,0.022,0.4137,0.05306,1196701,1196701
I33_RS06005,0.0255,0.4014,0.06344,1197711,1197711
I33_RS06010,0.0235,0.3708,0.06344,1199853,1199853
I33_RS06035,0.0277,0.2738,0.10125,1203940.5,1203940.5
I33_RS06040,0.02105,0.17105,0.3122,1204709.5,1204709.5
I33_RS06050,0.0087,0.3056,0.02841,1207105.5,1207105.5
I33_RS06055,0.04775,0.31355,0.140015,1207791,1207791
I33_RS06060,0.0045,0.2883,0.01553,1208691,1208691
I33_RS06070,0.0069,0.2548,0.02717,1209803.5,1209803.5
I33_RS06080,0.0497,0.2611,0.19037,1210892.5,1210892.5
I33_RS06085,0.0042,0.2256,0.01874,1211967,1211967
I33_RS06090,0.0128,0.2914,0.04389,1212957.5,1212957.5
I33_RS06100,0.0435,1.2136,0.03588,1215718,1215718
I33_RS06105,0.0032,0.4087,0.00788,1216665.5,1216665.5
I33_RS06110,0.0105,0.3061,0.03418,1217700.5,1217700.5
I33_RS06120,0.0097,0.3711,0.02615,1218609,1218609
I33_RS06130,0.0588,1.4538,0.04047,1220667.5,1220667.5
I33_RS06140,0.0112,0.2538,0.04395,1222061.5,1222061.5
I33_RS06155,0.0105,0.3222,0.03259,1223997.5,1223997.5
I33_RS06165,0.0075,0.3303,0.02262,1224991.5,1224991.5
I33_RS06180,0.0728,0.3129,0.23271,1226209,1226209
I33_RS06190,0.00873333333333333,0.176166666666667,0.0493633333333333,1227861.5,1227861.5
I33_RS06195,0.0081,0.0467,0.17379,1229396,1229396
I33_RS06215,0.0075,0.2747,0.02727,1232089,1232089
I33_RS06225,0.0076,0.3405,0.02241,1234060.5,1234060.5
I33_RS06235,0.0675,0.2084,0.32366,1235435.5,1235435.5
I33_RS06245,0.03625,0.2286,0.212875,1236485,1236485
I33_RS06270,0.0214,0.3547,0.06044,1241278,1241278
I33_RS06280,0.0178,0.4309,0.04138,1242790.5,1242790.5
I33_RS06295,0.014,0.2148,0.06532,1244942.5,1244942.5
I33_RS06315,0.0234,0.3306,0.07071,1247244.5,1247244.5
I33_RS06320,0.0412333333333333,0.258233333333333,0.20201,1248739.16666667,1248739.16666667
I33_RS06325,0.3824,14.2231,0.03199,1250858.83333333,1250858.83333333
I33_RS06330,0.3084,2.0472,0.11955,1252089.5,1252089.5
I33_RS06335,0.0778,0.7323,0.10619,1252918,1252918
I33_RS06340,0.0239,0.6292,0.03799,1253512,1253512
I33_RS06350,0.0298,0.4556,0.06533,1254789.5,1254789.5
I33_RS06365,0.021,0.22735,0.092615,1256883.25,1256883.25
I33_RS06370,0.0154,0.3273,0.04706,1257775,1257775
I33_RS06375,0.0187,0.3357,0.05561,1259048,1259048
I33_RS06475,0.06715,0.2855,0.233575,1278134.75,1278134.75
I33_RS06480,0.0398,0.3771,0.10541,1279995,1279995
I33_RS06485,0.0275,0.5322,0.05169,1280684,1280684
I33_RS06490,0.0186,0.3532,0.05253,1281868.5,1281868.5
I33_RS06495,0.04,0.2142,0.18671,1282806,1282806
I33_RS06500,0.0791,0.4466,0.17702,1283914,1283914
I33_RS06505,0.0727,0.45955,0.160725,1284863.75,1284863.75
I33_RS06515,0.0227,0.3617,0.0629,1287065,1287065
I33_RS06520,0.172866666666667,2.01246666666667,0.0772966666666667,1289274.16666667,1289274.16666667
I33_RS06525,0.0852,0.6019,0.14162,1290335.5,1290335.5
I33_RS06535,0.0474,0.3425,0.13842,1291939,1291939
I33_RS06540,0.028,0.3075,0.090365,1293507.25,1293507.25
I33_RS06550,0.034,0.5355,0.06348,1294223,1294223
I33_RS06555,0.02735,0.28,0.1069,1295000.75,1295000.75
I33_RS06565,0.0528,0.4186,0.12622,1296125.5,1296125.5
I33_RS06570,0.0376,0.284,0.13244,1297107,1297107
I33_RS06575,0.0871,0.3204,0.27178,1297974.5,1297974.5
I33_RS06590,0.0035,0.175,0.02002,1299663,1299663
I33_RS06605,0.0289,0.3625,0.07982,1301160.5,1301160.5
I33_RS06615,0.0122,0.2636,0.04618,1302628.5,1302628.5
I33_RS06625,0.0407,0.3041,0.13392,1304951.5,1304951.5
I33_RS06635,0.0404,0.2995,0.13477,1306983,1306983
I33_RS06645,0.0242,0.3514,0.06874,1308080,1308080
I33_RS06660,0.019,0.4523,0.04196,1309302.5,1309302.5
I33_RS06665,0.0579,0.5209,0.11123,1310598,1310598
I33_RS06680,0.020275,0.2341,0.0960175,1313615.5,1313615.5
I33_RS06685,0.0024,0.151,0.01605,1316434,1316434
I33_RS06690,0.0246,0.1973,0.12472,1317068,1317068
I33_RS06700,0.0378,0.438,0.08627,1318010,1318010
I33_RS06705,0.026,0.5843,0.04443,1318716.5,1318716.5
I33_RS06710,0.0767,0.5619,0.13653,1319312,1319312
I33_RS06720,0.02335,0.4787,0.05376,1321101.375,1321101.375
I33_RS06725,0.048,0.326,0.14715,1322388.5,1322388.5
I33_RS06735,0.0351,0.3476,0.10085,1323231,1323231
I33_RS06745,0.0365,0.2886,0.12633,1323969.5,1323969.5
I33_RS06750,0.0363,0.4613,0.07873,1324259.5,1324259.5
I33_RS06755,0.0266,0.3516,0.07557,1325463,1325463
I33_RS06765,0.0191,0.4062,0.04692,1326543.5,1326543.5
I33_RS06770,0.0154,0.366,0.04196,1327938.5,1327938.5
I33_RS06775,0.0213,0.1654,0.12874,1329114,1329114
I33_RS06780,0.0241,0.27525,0.0689,1330361.5,1330361.5
I33_RS06785,0.02275,0.23,0.118905,1332212.875,1332212.875
I33_RS06790,0.0092,0.6666,0.01381,1334025.5,1334025.5
I33_RS06815,0.1805,1.5574,0.11592,1339291,1339291
I33_RS06820,0.0283,0.353,0.098485,1340431.25,1340431.25
I33_RS06825,0.0193666666666667,0.3955,0.0494866666666667,1341894.5,1341894.5
I33_RS06830,0.1322,0.6933,0.168685,1343224,1343224
I33_RS06835,0.5769,7.8074,0.0739,1344774.5,1344774.5
I33_RS06840,0.54775,7.3052,0.072145,1345330.5,1345330.5
I33_RS06845,0.0676,0.4028,0.1678,1346258.5,1346258.5
I33_RS06850,0.0521,0.3625,0.156303333333333,1347248.5,1347248.5
I33_RS06855,0.0257,0.1739,0.14784,1348525.5,1348525.5
I33_RS06860,0.0192,0.2226,0.0862,1348986.5,1348986.5
I33_RS06865,0.01095,0.28975,0.03407,1350379.5,1350379.5
I33_RS06890,0.0216,0.3865,0.056,1353555,1353555
I33_RS06910,0.0205,0.2359,0.08689,1356932.5,1356932.5
I33_RS06920,0.0185,0.4645,0.03993,1358454.5,1358454.5
I33_RS06925,0.0542,0.3024,0.17934,1359129.5,1359129.5
I33_RS06930,0.0628,0.4758,0.13199,1359863,1359863
I33_RS06940,0.0123,0.23705,0.05211,1362180,1362180
I33_RS06945,0.0356,0.3821,0.09305,1363644.5,1363644.5
I33_RS06950,0.0266,0.4296,0.06186,1364984.5,1364984.5
I33_RS06960,0.04395,0.31825,0.138225,1366874,1366874
I33_RS06965,0.0775,0.3656,0.21188,1368389,1368389
I33_RS06980,0.0197,0.3106,0.06332,1370402,1370402
I33_RS06990,0.0054,0.2824,0.01902,1372292.5,1372292.5
I33_RS07000,0.0422666666666667,0.3545,0.119816666666667,1374245.66666667,1374245.66666667
I33_RS07015,0.0762,0.2772,0.27491,1376078,1376078
I33_RS07020,0.02625,0.27745,0.096465,1376849.75,1376849.75
I33_RS07025,0.0218,0.367,0.05931,1377694,1377694
I33_RS07030,0.0169,0.3816,0.0442,1379044.5,1379044.5
I33_RS07035,0.0305,0.2777,0.1097,1380228.5,1380228.5
I33_RS07040,0.0278,0.3763,0.07435,1381423,1381423
I33_RS07045,0.03845,0.3034,0.123015,1382567.75,1382567.75
I33_RS07050,0.013,0.271,0.04779,1384464,1384464
I33_RS07055,0.0174,0.3054,0.05688,1386503.5,1386503.5
I33_RS07060,0.0065,0.2741,0.02373,1387621,1387621
I33_RS07065,0.0439,0.4239,0.10355,1388438.5,1388438.5
I33_RS07070,0.0701,0.485,0.14447,1390029.5,1390029.5
I33_RS07075,0.03365,0.3296,0.097205,1390969.25,1390969.25
I33_RS07085,0.0407,0.4453,0.09139,1392296,1392296
I33_RS07095,0.06765,0.3863,0.188545,1394411.5,1394411.5
I33_RS07105,0.0136333333333333,0.3057,0.03474,1398192.83333333,1398192.83333333
I33_RS07115,0.0556,0.6978,0.07971,1400463.5,1400463.5
